vid_idx,vid_name,vid_link,heart_num,comment_num,star_num
0,807,70,89
1,1.3w,853,1465
2,2.0w,999,964
3,411,28,48
4,1773,60,115
5,5148,312,886
6,15.7w,7638,5130
7,7028,588,327
8,86,8,12
9,1.1w,620,686
